id,name,rate,link
45,好滷味,4.5/5,https://www.foodpanda.com.tw/restaurant/e2qb/hao-lu-wei
46,川霸子 (三重三和店),4.6/5,https://www.foodpanda.com.tw/restaurant/b0fr/chuan-ba-zi-san-zhong-san-he-dian
47,蘋果美食之家,4.4/5,https://www.foodpanda.com.tw/restaurant/z2jh/pin-guo-mei-shi-zhi-jia
48,黑武藏壽司 (三重文化店),4.5/5,https://www.foodpanda.com.tw/restaurant/y5ns/hei-wu-cang-shou-si-san-zhong-wen-hua-dian
49,老夫子炭烤雞排串燒鹽酥雞飲料店,4.6/5,https://www.foodpanda.com.tw/restaurant/d6ol/lao-fu-zi-tan-kao-ji-pai-chuan-shao-yan-su-ji-yin-liao-dian
50,好握的串燒,4.4/5,https://www.foodpanda.com.tw/restaurant/f5gn/f5gn
51,三和新疆羊肉串,4.6/5,https://www.foodpanda.com.tw/restaurant/a5rd/san-he-xin-jiang-yang-rou-chuan
52,爆Q美式炸雞(蘆洲店),4.7/5,https://www.foodpanda.com.tw/restaurant/f3vj/-q-
53,寶島紅茶冰和香港雞蛋仔,4.4/5,https://www.foodpanda.com.tw/restaurant/f0ml/f0ml
54,阿川滷味 (三重大仁店),4.4/5,https://www.foodpanda.com.tw/restaurant/y5ke/a-chuan-lu-wei-san-zhong-da-ren-dian
55,陳家雞肉飯,4.6/5,https://www.foodpanda.com.tw/restaurant/a5kj/chen-jia-ji-rou-fan
56,神氣二鍋＆真有義式,4.5/5,https://www.foodpanda.com.tw/restaurant/b4ox/shen-qi-er-guo-zhen-you-yi-shi
57,楊大娘關東煮、小火鍋、麻辣燙,4.6/5,https://www.foodpanda.com.tw/restaurant/d1ve/yang-da-niang-lu-zhou-xin-yi-dian
58,茶美茶 (三重旗艦店),4.7/5,https://www.foodpanda.com.tw/restaurant/b1yp/cha-mei-cha-san-zhong-qi-jian-dian
59,麗莉滷肉飯,4.5/5,https://www.foodpanda.com.tw/restaurant/e9bi/li-li-lu-rou-fan
60,龍恩焢肉飯 (新北中華店),4.6/5,https://www.foodpanda.com.tw/restaurant/y6hl/long-en-hong-rou-fan-xin-bei-zhong-hua-dian
61,Pizza Hut必勝客 (三重正義店),4.7/5,https://www.foodpanda.com.tw/restaurant/y8mv/pizza-hut--116
62,吮指王 (三重大同店),4.8/5,https://www.foodpanda.com.tw/restaurant/d5pm/shun-zhi-wang-san-zhong-da-tong-dian
63,無雙炭烤玉米,4.8/5,https://www.foodpanda.com.tw/restaurant/a0er/wu-shuang-tan-kao-yu-mi
64,Pizza Hut必勝客 (三重重陽店),4.7/5,https://www.foodpanda.com.tw/restaurant/y1mj/pizza-hut--123
65,金可口烘焙,4.7/5,https://www.foodpanda.com.tw/restaurant/b6zz/jin-ke-kou-hong-bei
66,生風旗魚米粉,4.7/5,https://www.foodpanda.com.tw/restaurant/a4gb/sheng-feng-qi-yu-mi-fen
67,崧田滷味,4.7/5,https://www.foodpanda.com.tw/restaurant/f7tw/f7tw
68,吉市牛排館,4.7/5,https://www.foodpanda.com.tw/restaurant/b2vs/ji-shi-niu-pai-guan
69,Pizza Hut必勝客 (三重正義店),4.7/5,https://www.foodpanda.com.tw/restaurant/y8mv/pizza-hut--116
70,Pizza Hut必勝客 (三重三民店),4.7/5,https://www.foodpanda.com.tw/restaurant/b1ju/pizza-hut--174
71,虎菇婆 (新北大智店),4.7/5,https://www.foodpanda.com.tw/restaurant/b9rn/hu-gu-po-xin-bei-da-zhi-dian
72,老店甘草朳樂,4.8/5,https://www.foodpanda.com.tw/restaurant/d3nt/lao-dian-gan-cao-ba-le
73,富大牛排館,4.6/5,https://www.foodpanda.com.tw/restaurant/y9ze/fu-da-niu-pai-guan
74,大呼過癮 (三重重新店),4.7/5,https://www.foodpanda.com.tw/restaurant/a2td/da-hu-guo-yin-san-zhong-zhong-xin-dian
75,金牛座牛排,4.6/5,https://www.foodpanda.com.tw/restaurant/d7we/jin-niu-zuo-niu-pai
76,土味傳統手工豆花,4.7/5,https://www.foodpanda.com.tw/restaurant/f4nw/f4nw
77,上紅臭臭鍋 (三重中華店),4.6/5,https://www.foodpanda.com.tw/restaurant/b2mi/shang-hong-chou-chou-guo-san-zhong-zhong-hua-dian
78,85度C (三重自強店),4.7/5,https://www.foodpanda.com.tw/restaurant/y3yz/85-c--163
79,C. SHOP 西點小舖,4.6/5,https://www.foodpanda.com.tw/restaurant/f1mv/c-shop-
80,茶美茶 (三重旗艦店),4.7/5,https://www.foodpanda.com.tw/restaurant/b1yp/cha-mei-cha-san-zhong-qi-jian-dian
81,上紅小火鍋 (三重自強店),4.6/5,https://www.foodpanda.com.tw/restaurant/y3bu/shang-hong-xiao-huo-guo-san-zhong-zi-qiang-dian
82,七嘴八舌滷味 (三重大榮店),4.6/5,https://www.foodpanda.com.tw/restaurant/d7sv/qi-zui-ba-she-lu-wei-san-zhong-da-rong-dian
83,獨伊佳滷味店,4.7/5,https://www.foodpanda.com.tw/restaurant/b2cj/du-yi-jia-lu-wei-dian
84,麗媽香香鍋 (新北三重三和店),4.7/5,https://www.foodpanda.com.tw/restaurant/w0ck/li-ma-xiang-xiang-guo-xin-bei-san-zhong-san-he-dian
85,大佳滷味 (三重溪尾店),4.7/5,https://www.foodpanda.com.tw/restaurant/z1aq/da-jia-lu-wei-san-zhong-xi-wei-dian
86,雞sir's 鹹水雞 (總店),4.6/5,https://www.foodpanda.com.tw/restaurant/d8sc/ji-sir-s-xian-shui-ji-zong-dian
87,大呼過癮 (三重三和店),4.6/5,https://www.foodpanda.com.tw/restaurant/y8sk/da-hu-guo-yin-san-zhong-san-he-dian
88,粥棧,4.6/5,https://www.foodpanda.com.tw/restaurant/y6sv/zhou-zhan
89,小鍋仔 (蘆洲長安店),4.7/5,https://www.foodpanda.com.tw/restaurant/e3xc/xiao-guo-zi-lu-zhou-chang-an-dian
90,摩奇地,4.6/5,https://www.foodpanda.com.tw/restaurant/y7vx/mo-qi-di
91,正宗神戶牛排館 (三重正義北路總店),4.6/5,https://www.foodpanda.com.tw/restaurant/y7ra/shen-hu-niu-pai-guan-san-zhong-zheng-yi-bei-lu-dian
92,茶美茶 (三重旗艦店),4.7/5,https://www.foodpanda.com.tw/restaurant/b1yp/cha-mei-cha-san-zhong-qi-jian-dian
93,皇爵 (新北三重商工店),4.7/5,https://www.foodpanda.com.tw/restaurant/z4vh/huang-jue-xin-bei-san-zhong-shang-gong-dian
94,寶島紅茶冰 (新北三重店),4.7/5,https://www.foodpanda.com.tw/restaurant/f3ta/new3
